"(PDH-CSV 4.0) (Pacific Daylight Time)(420)","\\WIN2012R2\LogicalDisk(_Total)\Avg. Disk Queue Length","\\WIN2012R2\LogicalDisk(_Total)\Avg. Disk sec/Read","\\WIN2012R2\LogicalDisk(_Total)\Avg. Disk sec/Transfer","\\WIN2012R2\LogicalDisk(_Total)\Avg. Disk sec/Write","\\WIN2012R2\MSSQL$SQL2014:Memory Manager\Memory Grants Pending","\\WIN2012R2\MSSQL$SQL2014:Memory Manager\Granted Workspace Memory (KB)","\\WIN2012R2\MSSQL$SQL2014:SQL Statistics\Batch Requests/sec","\\WIN2012R2\Process(sqlservr)\% Processor Time","\\WIN2012R2\Processor(_Total)\% Processor Time"
"04/08/2015 23:55:30.027","0.00088615567845112592","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0"
"04/08/2015 23:55:31.014","0.080593492506325831","0","0.0022714285714285714","0.0022714285714285714","0","0","119.62047464593353","9.503949588010121","3.7725154901706359"
"04/08/2015 23:55:32.001","0.14628508816006588","0.0083666666666666663","0.0028879999999999999","0.0025382978723404257","0","0","42.548035719278595","4.7486935647528306","2.6517819225669648"
"04/08/2015 23:55:33.017","0.031191561944523299","0","0.00096060606060606056","0.00096060606060606056","0","0","0","0","0"
"04/08/2015 23:55:34.001","0.052317343392350009","0","0.0051500000000000001","0.0051500000000000001","0","0","0","0","0.39705308087184532"
"04/08/2015 23:55:35.012","0.027709581419063083","0","0.0018666666666666666","0.0018666666666666666","0","0","0","0","0.65063086799868053"
"04/08/2015 23:55:36.020","0.00099139931353528737","0","0.00050000000000000001","0.00050000000000000001","0","0","0","0","0"
"04/08/2015 23:55:37.020","0.00090000027000008097","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0.78122023436607568"
"04/08/2015 23:55:38.010","0.0023247793582234317","0","0.00046000000000000001","0.00046000000000000001","0","0","0","0","0.50197040212214272"
"04/08/2015 23:55:39.024","0.00088738957299503937","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0"
"04/08/2015 23:55:40.016","0.0051430639026698354","0","0.00063750000000000005","0.00063750000000000005","0","0","30.252865551425032","0","0.33737490757611566"
"04/08/2015 23:55:41.001","0.34526145154370752","0","0.013080769230769231","0.013080769230769231","0","0","67.002810970959047","3.1724258631993116","1.6547982408213313"
"04/08/2015 23:55:42.010","0.041909458330654133","0.0023999999999999998","0.0016919999999999999","0.0015954545454545455","0","0","0","0","3.2453773025309052"
"04/08/2015 23:55:43.020","0.042884177857819443","0","0.0039363636363636363","0.0039363636363636363","0","0","0","0","0"
"04/08/2015 23:55:44.012","0.00090664662641827239","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","1.62254487648954"
"04/08/2015 23:55:45.022","0.00089135519167355402","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0"
"04/08/2015 23:55:46.022","0.10019992986004909","0","0.0024439024390243902","0.0024439024390243902","0","0","63.998265647000963","3.124997812501531","1.9531986327609552"
"04/08/2015 23:55:47.014","0.0028232147300825228","0","0.00046666666666666666","0.00046666666666666666","0","0","0","0","0"
"04/08/2015 23:55:48.000","0.017839131777565083","0","0.0010352941176470589","0.0010352941176470589","0","0","0","0","0.22502645715551939"
"04/08/2015 23:55:49.016","0.00078769432418977759","0","0.00040000000000000002","0.00040000000000000002","0","0","0","0","0"
"04/08/2015 23:55:50.005","0.0014158345520466342","0","0.00046666666666666666","0.00046666666666666666","0","0","0","0","0.44913305922101854"
"04/08/2015 23:55:51.020","0.034787565248858218","0","0.0011387096774193547","0.0011387096774193547","0","0","94.604274753282397","3.0796357337870237","2.2215654522619976"
"04/08/2015 23:55:52.005","0.016841508922093715","0.00069999999999999999","0.00092222222222222228","0.00096666666666666667","0","0","0","0","2.5082079528648826"
"04/08/2015 23:55:53.021","0.018609269247473643","0","0.00060967741935483871","0.00060967741935483871","0","0","0","0","0.38440448713789044"
"04/08/2015 23:55:54.021","0.00079999808000460798","0","0.00040000000000000002","0.00040000000000000002","0","0","0","0","0"
"04/08/2015 23:55:55.021","0.00089999999999999998","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0"
"04/08/2015 23:55:56.014","0.00090665365920883584","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0"
"04/08/2015 23:55:57.007","0.00090586146720972728","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0.92140202393607984"
"04/08/2015 23:55:58.023","0.0014769258399104943","0","0.00050000000000000001","0.00050000000000000001","0","0","0","0","0"
"04/08/2015 23:55:59.023","0.00089999910000089999","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","9.9999900005087738e-005"
"04/08/2015 23:56:00.023","0.00089999361004536869","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0.00070999495903611987"
"04/08/2015 23:56:01.012","0.064266157279900538","0","0.00097846153846153851","0.00097846153846153851","0","0","161.68642171577991","9.4731953537589231","3.2944590446734701"
"04/08/2015 23:56:02.015","0.016962651633633068","0.0018666666666666666","0.00054838709677419359","0.00040714285714285717","0","0","0","0","0.99922989561583853"
"04/08/2015 23:56:03.015","0.0095999932800047046","0","0.00041739130434782605","0.00041739130434782605","0","0","0","0","6.9999951002319705e-005"
"04/08/2015 23:56:04.015","0.00079999896000135197","0","0.00040000000000000002","0.00040000000000000002","0","0","0","0","0.00012999983100003831"
"04/08/2015 23:56:05.006","0.0010085217058579882","0","0.00050000000000000001","0.00050000000000000001","0","0","0","0","0.72364457960428785"
"04/08/2015 23:56:06.012","0.00099382091843960179","0","0.00050000000000000001","0.00050000000000000001","0","0","0","0","0.61790815603982585"
"04/08/2015 23:56:07.015","0.00089732310571104278","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0"
"04/08/2015 23:56:08.004","0.068366089893519819","0","0.0033799999999999998","0.0033799999999999998","0","0","0","0","0.4469382560154278"
"04/08/2015 23:56:09.005","0.03797483028248877","0","0.012666666666666666","0.012666666666666666","0","0","0","0","0.84696862919256821"
"04/08/2015 23:56:10.018","0.00088829151832609551","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0"
